傲岸不群	aabq
操作系统	czxt
打熬筋骨	dajg
敌暗我明	dawm
打抱不平	dbbp
断编残简	dbcj
断壁残垣	dbcy
打扮打扮	dbdb
得不到的	dbdd
大包大揽	dbdl
大悲大喜	dbdx
大败而归	dbeg
大部分人	dbfr
对簿公堂	dbgt
打不还手	dbhu
打不出来	dbil
得不偿失	dbiu
大病初愈	dbiy
打不出字	dbiz
大败亏输	dbku
大不列颠	dbld
第比利斯	dbls
大步流星	dblx
打不了字	dblz
淡泊名利	dbml
淡泊明志	dbmv
多边贸易	dbmy
德不配位	dbpw
调兵遣将	dbqj
倒背如流	dbrl
大不如前	dbrq
大白若辱	dbrr
代表人物	dbrw
独步天下	dbtx
断壁颓垣	dbty
对不上号	dbuh
多不胜数	dbuu
待办事项	dbux
道不拾遗	dbuy
都不知道	dbvd
倒不至于	dbvy
都不喜欢	dbxh
短兵相接	dbxj
东奔西跑	dbxp
东奔西走	dbxz
倒不一定	dbyd
大饱眼福	dbyf
大病一场	dbyi
独步一时	dbyu
都不一样	dbyy
单兵作战	dbzv
大慈大悲	dcdb
多才多艺	dcdy
多藏厚亡	dchw
德才兼备	dcjb
得寸进尺	dcji
大错特错	dctc
多财善贾	dcug
到此为止	dcwv
大材小用	dcxy
到此一游	dcyy
点灯熬油	dday
动荡不安	ddba
当断不断	ddbd
多多包涵	ddbh
咄咄逼人	ddbr
胆大包天	ddbt
多多保重	ddbv
喋喋不休	ddbx
躲躲藏藏	ddcc
点点滴滴	dddd
大敌当前	dddq
独断独行	dddx
大大方方	ddff
单刀赴会	ddfh
大动干戈	ddgg
咄咄怪事	ddgu
多多关照	ddgv
颠倒黑白	ddhb
打道回府	ddhf
打得火热	ddhr
得道成仙	ddix
大大降低	ddjd
点到即止	ddjv
大刀阔斧	ddkf
大大咧咧	ddll
道德沦丧	ddls
弟弟妹妹	ddmm
打打闹闹	ddnn
动动脑子	ddnz
道德情操	ddqc
跌宕起伏	ddqf
颠倒乾坤	ddqk
的的确确	ddqq
对答如流	ddrl
大队人马	ddrm
打动人心	ddrx
哆哆嗦嗦	ddss
大道同源	ddty
颠倒是非	dduf
大多数人	ddur
动动手指	dduv
地动山摇	dduy
当地政府	ddvf
多多指教	ddvj
大打折扣	ddvk
当打之年	ddvn
单刀直入	ddvr
兜兜转转	ddvv
独断专行	ddvx
地大物博	ddwb
点到为止	ddwv
当代文学	ddwx
东躲西藏	ddxc
代代相传	ddxi
东倒西歪	ddxw
断断续续	ddxx
独当一面	ddym
倒打一耙	ddyp
堵得要死	ddys
淡淡一笑	ddyx
大大增加	ddzj
大大增强	ddzq
当耳边风	debf
大恩大德	dedd
得而复失	defu
第二个月	degy
大耳刮子	degz
大而化之	dehv
第二季度	dejd
吊儿郎当	deld
当耳旁风	depf
第二人称	deri
第二志愿	devy
大而无当	dewd
淡而无味	deww
等而下之	dexv
大而言之	deyv
当风秉烛	dfbv
大发慈悲	dfcb
大富大贵	dfdg
巅峰对决	dfdj
大风大浪	dfdl
洞房花烛	dfhv
大放厥词	dfjc
大发牢骚	dfls
大发雷霆	dflt
东方明珠	dfmv
大腹便便	dfpp
答非所问	dfsw
打发时间	dfuj
大幅上升	dfuu
大幅上涨	dfuv
大发善心	dfux
大幅上扬	dfuy
地方政府	dfvf
大方之家	dfvj
大费周章	dfvv
挡风遮雨	dfvy
巅峰之作	dfvz
东方文化	dfwh
东方文明	dfwm
大方无隅	dfwy
大幅下挫	dfxc
大幅下跌	dfxd
大幅下降	dfxj
大放异彩	dfyc
荡妇淫娃	dfyw
顶风作案	dfza
打翻在地	dfzd
登峰造极	dfzj
道法自然	dfzr
毒副作用	dfzy
定国安邦	dgab
打个比方	dgbf
丢官罢职	dgbv
打个电话	dgdh
大功告成	dggi
电光火石	dghu
倒挂金钩	dgjg
倒挂金钟	dgjv
刀光剑影	dgjy
渡过难关	dgng
顶个屁用	dgpy
得过且过	dgqg
地广人稀	dgrx
打个招呼	dgvh
达观知命	dgvm
大国重器	dgvq
帝国主义	dgvy
大公无私	dgws
德高望重	dgwv
登高望远	dgwy
达官显贵	dgxg
多管闲事	dgxu
登高一呼	dgyh
道高一尺	dgyi
打躬作揖	dgzy
多愁多病	didb
大吹大擂	didl
大彻大悟	didw
大吹法螺	difl
独出机杼	dijv
东床快婿	dikx
洞察其奸	diqj
得偿所愿	disy
倒持泰阿	dite
东窗事发	diuf
冬虫夏草	dixc
雕虫小技	dixj
打成一片	diyp
洞察一切	diyq
达成一致	diyv
打击报复	djbf
短见薄识	djbu
滴酒不沾	djbv
断简残编	djcb
待价藏珠	djcv
低级错误	djcw
大奸大恶	djde
对酒当歌	djdg
打架斗殴	djdo
大江东去	djdq
东京大学	djdx
待价而沽	djeg
大将风度	djfd
大家风范	djff
刀锯斧钺	djfy
大驾光临	djgl
大家闺秀	djgx
独具慧眼	djhy
等价交换	djjh
殚精竭虑	djjl
堆金积玉	djjy
当机立断	djld
弹尽粮绝	djlj
打鸡骂狗	djmg
大江南北	djnb
低级趣味	djqw
堆积如山	djru
地久天长	djti
独具特色	djts
待机时间	djuj
短斤少两	djul
担惊受怕	djup
大惊失色	djus
点睛之笔	djvb
斗酒只鸡	djvj
当局者迷	djvm
独具只眼	djvy
但讲无妨	djwf
大局为重	djwv
大惊小怪	djxg
大街小巷	djxx
大局已定	djyd
独具一格	djyg
定睛一看	djyk
斗鸡走狗	djzg
当家做主	djzv
大可不必	dkbb
大口大口	dkdk
大快朵颐	dkdy
夺眶而出	dkei
多快好省	dkhu
大口喘气	dkiq
大开绿灯	dkld
豆蔻年华	dknh
丢盔弃甲	dkqj
大快人心	dkrx
得克萨斯	dkss
刀口舔血	dktx
大开杀戒	dkuj
待客之道	dkvd
大块文章	dkwv
丢盔卸甲	dkxj
单口相声	dkxu
大开眼界	dkyj
的黎波里	dlbl
得来不易	dlby
多劳多得	dldd
颠鸾倒凤	dldf
跺了跺脚	dldj
掂量掂量	dldl
颠来倒去	dldq
点了点头	dldt
定了定神	dldu
独来独往	dldw
夺路而逃	dlet
独领风骚	dlfs
雕梁画栋	dlhd
雕龙画凤	dlhf
大力加强	dljq
打了鸡血	dljx
滴溜溜转	dllv
顶礼膜拜	dlmb
等量齐观	dlqg
多了去了	dlql
砥砺前行	dlqx
地利人和	dlrh
冬练三九	dlsj
独立思考	dlsk
地老天荒	dlth
大浪淘沙	dltu
锻炼身体	dlut
栋梁之材	dlvc
大力支持	dlvi
独立王国	dlwg
得陇望蜀	dlwu
丢了西瓜	dlxg
东拉西扯	dlxi
鼎力相助	dlxv
打了一顿	dlyd
打了一架	dlyj
大老爷们	dlym
到了最后	dlzh
独立自主	dlzv
道貌岸然	dmar
大名鼎鼎	dmdd
大模大样	dmdy
夺门而出	dmei
打马虎眼	dmhy
斗米尺布	dmib
低眉垂目	dmim
大梦初醒	dmix
大马金刀	dmjd
独门秘籍	dmmj
多米尼加	dmnj
多米尼克	dmnk
独木难支	dmnv
倒霉死了	dmsl
多谋善断	dmud
大马士革	dmug
低眉顺眼	dmuy
低眉折腰	dmvy
敌明我暗	dmwa
等米下锅	dmxg
大逆不道	dnbd
大难不死	dnbs
顿涅茨克	dnck
东南大学	dndx
大年初一	dniy
大难临头	dnlt
对你来说	dnlu
对牛弹琴	dntq
东南西北	dnxb
多年以后	dnyh
多年以来	dnyl
当牛做马	dnzm
颠扑不破	dpbp
颠沛流离	dpll
地痞流氓	dplm
箪瓢陋巷	dplx
打破砂锅	dpug
东拼西凑	dpxc
东跑西颠	dpxd
独辟蹊径	dpxj
短篇小说	dpxu
大胖小子	dpxz
跌破眼镜	dpyj
刀枪不入	dqbr
底气不足	dqbz
堆砌辞藻	dqcz
大起大落	dqdl
多情多义	dqdy
荡气回肠	dqhi
冬去春来	dqil
刀枪剑戟	dqjj
打起精神	dqju
打起来了	dqll
打情骂俏	dqmq
大气磅礴	dqpb
大权旁落	dqpl
单枪匹马	dqpm
搭桥牵线	dqqx
的确如此	dqrc
刀枪入库	dqrk
大巧若拙	dqrv
得其所哉	dqsz
大千世界	dquj
底气十足	dquz
但求无过	dqwg
大器晚成	dqwi
敌强我弱	dqwr
东瞧西看	dqxk
大权在握	dqzw
当仁不让	drbr
大仁大义	drdy
洞若观火	drgh
淡然处之	driv
待人接物	drjw
冬日可爱	drka
遁入空门	drkm
打入冷宫	drlg
呆若木鸡	drmj
多如牛毛	drnm
淡若清风	drqf
度日如年	drrn
夺人所爱	drsa
夺人所好	drsh
动如脱兔	drtt
代人受过	drug
断人生死	drus
达人知命	drvm
荡然无存	drwc
吊人胃口	drwk
动人心魄	drxp
动人心弦	drxx
丢人现眼	drxy
低人一等	dryd
待人以诚	dryi
荡然一空	dryk
淡然一笑	dryx
抵死不从	dsbc
第三个月	dsgy
第四季度	dsjd
抖擞精神	dsju
丢三落四	dsls
箪食瓢饮	dspy
低三下四	dsxs
动弹不得	dtbd
当头棒喝	dtbh
低头不语	dtby
得天独厚	dtdh
当头对面	dtdm
呆头呆脑	dtdn
打听打听	dtdt
洞天福地	dtfd
党同伐异	dtfy
大庭广众	dtgv
点头哈腰	dthy
打铁趁热	dtir
倒头就睡	dtju
顶天立地	dtld
对他来说	dtlu
登堂入室	dtru
打退堂鼓	dttg
道听途说	dttu
刀头舔血	dttx
多退少补	dtub
大同世界	dtuj
顶头上司	dtus
点头之交	dtvj
点头致意	dtvy
大体相当	dtxd
东涂西抹	dtxm
大同小异	dtxy
大题小作	dtxz
当头一棒	dtyb
滴水不漏	dubl
得失参半	ducb
大是大非	dudf
大手大脚	dudj
端屎端尿	dudn
嗲声嗲气	dudq
倒数第一	dudy
大煞风景	dufj
单身贵族	dugz
刀山火海	duhh
箪食壶浆	duhj
大事化小	duhx
大受欢迎	duhy
滴水成冰	duib
点石成金	duij
大声疾呼	dujh
独守空房	dukf
电闪雷鸣	dulm
多少年来	dunl
多少年前	dunq
大事铺张	dupv
大杀四方	dusf
大势所趋	dusq
大失所望	dusw
大赦天下	dutx
多少时间	duuj
多事之秋	duvq
但说无妨	duwf
多说无益	duwy
低声下气	duxq
低声细语	duxy
多少有点	duyd
大势已去	duyq
独树一帜	duyv
多少有些	duyx
独生子女	duzn
东山再起	duzq
独占鳌头	dvat
斗志昂扬	dvay
大智大慧	dvdh
动辄得咎	dvdj
斗智斗勇	dvdy
大政方针	dvfv
大展宏图	dvht
党政机关	dvjg
大智近妖	dvjy
淡妆浓抹	dvnm
大张旗鼓	dvqg
大展拳脚	dvqj
断章取义	dvqy
大智若愚	dvry
道之所存	dvsc
大致说来	dvul
斗折蛇行	dvux
敌众我寡	dvwg
当之无愧	dvwk
得之我幸	dvwx
胆战心惊	dvxj
东征西讨	dvxt
东张西望	dvxw
对症下药	dvxy
动之以情	dvyq
大专院校	dvyx
大为不满	dwbm
大为不同	dwbt
断无此理	dwcl
独往独来	dwdl
对我而言	dwey
达斡尔族	dwez
大为光火	dwgh
读万卷书	dwju
帝王将相	dwjx
跌无可跌	dwkd
对外开放	dwkf
对我来说	dwlu
敌我矛盾	dwmd
当我没说	dwmu
对外贸易	dwmy
大为恼火	dwnh
睹物思人	dwsr
党委书记	dwuj
弹丸之地	dwvd
当务之急	dwvj
挡我者死	dwvs
弹无虚发	dwxf
大兴安岭	dxal
打小报告	dxbg
大卸八块	dxbk
大学毕业	dxby
大刑伺候	dxch
大喜大悲	dxdb
涤瑕荡秽	dxdh
多谢多谢	dxdx
大雪纷飞	dxff
断线风筝	dxfv
单膝跪地	dxgd
大喜过望	dxgw
旦夕祸福	dxhf
短小精悍	dxjh
妒贤嫉能	dxjn
大相径庭	dxjt
大限将至	dxjv
道消魔长	dxmv
东西南北	dxnb
倒行逆施	dxnu
胆小怕事	dxpu
大行其道	dxqd
大学期间	dxqj
独行其是	dxqu
大型企业	dxqy
胆小如鼠	dxru
动心忍性	dxrx
大写锁定	dxsd
打小算盘	dxsp
大兴土木	dxtm
大显神通	dxut
大显身手	dxuu
等闲视之	dxuv
等闲之辈	dxvb
旦夕之间	dxvj
断袖之癖	dxvp
大象无形	dxwx
带薪休假	dxxj
东想西想	dxxx
大学校园	dxxy
打心眼里	dxyl
得心应手	dxyu
大洋彼岸	dyba
大言不惭	dybc
东亚病夫	dybf
倒也罢了	dybl
大有不同	dybt
大有裨益	dyby
断垣残壁	dycb
大摇大摆	dydb
大鱼大肉	dydr
多有得罪	dydz
第一夫人	dyfr
打预防针	dyfv
第一反应	dyfy
党员干部	dygb
第一个月	dygy
等一会儿	dyhe
第一季度	dyjd
答疑解惑	dyjh
第一件事	dyju
倒要看看	dykk
大有可为	dykw
大义凛然	dylr
大义灭亲	dymq
得意门生	dymu
电影明星	dymx
大雨瓢泼	dypp
大雨滂沱	dypt
低吟浅唱	dyqi
大雨倾盆	dyqp
大异其趣	dyqq
掉以轻心	dyqx
但愿如此	dyrc
第一人称	dyri
大雨如注	dyrv
大有人在	dyrz
第一桶金	dytj
第一时间	dyuj
德艺双馨	dyux
大雅之堂	dyvt
地缘政治	dyvv
第一志愿	dyvy
得意之作	dyvz
独一无二	dywe
得鱼忘筌	dywq
大有文章	dywv
得意忘形	dywx
得意忘言	dywy
东摇西摆	dyxb
第一现场	dyxi
大音希声	dyxu
盗亦有道	dyyd
第一乐章	dyyv
第一印象	dyyx
得意洋洋	dyyy
大有作为	dyzw
胆子不小	dzbx
多姿多彩	dzdc
多灾多难	dzdn
多嘴多舌	dzdu
鼎足而立	dzel
抵足而眠	dzem
刁钻古怪	dzgg
待字闺中	dzgv
电子竞技	dzjj
断子绝孙	dzjs
刁钻刻薄	dzkb
戴罪立功	dzlg
鼎足三分	dzsf
带在身边	dzub
带在身上	dzuu
电子商务	dzuw
鼎足之势	dzvu
大做文章	dzwv
东走西顾	dzxg
独自一人	dzyr
地造一双	dzyu
电子邮箱	dzyx
二八定律	ebdl
二八法则	ebfz
耳鼻喉科	ebhk
二八佳人	ebjr
二不跨五	ebkw
耳鬓厮磨	ebsm
耳聪目明	ecmm
二道贩子	edfz
二等公民	edgm
恩断义绝	edyj
饿得要死	edys
恩恩爱爱	eeaa
鄂尔多斯	eeds
厄尔尼诺	eenn
二佛升天	efut
二分之一	efvy
峨冠博带	egbd
厄瓜多尔	egde
恶贯满盈	egmy
耳根清净	egqj
耳根子软	egzr
二重简码	eijm
恩将仇报	ejib
恩贾梅纳	ejmn
鄂伦春族	eliz
俄罗斯族	elsz
而立之年	elvn
二龙戏珠	elxv
二门不迈	embm
耳目闭塞	embs
鹅毛大雪	emdx
耳目喉舌	emhu
耳鸣目眩	emmx
阿弥陀佛	emtf
耳目众多	emvd
恶名昭彰	emvv
耳目一新	emyx
婀娜多姿	endz
儿女成群	eniq
儿女情长	enqi
儿女亲家	enqj
儿女私情	ensq
阿其所好	eqsh
饿其体肤	eqtf
耳濡目染	ermr
二人世界	eruj
耳软心活	erxh
儿孙满堂	esmt
饿死事小	esux
二三月份	esyf
耳听八方	etbf
儿童不宜	etby
恩同父母	etfm
耳提面命	etmm
儿童文学	etwx
恩同再造	etzz
二十多年	eudn
二十多岁	euds
恶声恶气	eueq
二十好几	euhj
额手称庆	euiq
二十出头	euit
二十几个	eujg
二十几岁	eujs
二十来岁	euls
耳熟能详	eunx
二十世纪	euuj
额手相庆	euxq
恩深义重	euyv
恩重如山	evru
二者之间	evvj
恩威并施	ewbu
恩威并重	ewbv
扼腕长叹	ewit
鄂温克族	ewkz
耳闻目睹	ewmd
耳闻目见	ewmj
扼腕叹息	ewtx
耳闻是虚	ewux
恶形恶状	exev
恶心恶心	exex
二线城市	exiu
恶心死了	exsl
恶性循环	exxh
恶有恶报	eyeb
阿谀奉承	eyfi
恩怨分明	eyfm
阿谀逢迎	eyfy
二氧化碳	eyht
恩怨情仇	eyqi
恩怨是非	eyuf
恶语伤人	eyur
恶意中伤	eyvu
尔虞我诈	eywv
恶语相加	eyxj
恶语相向	eyxx
鳄鱼眼泪	eyyl
风必摧之	fbcv
罚不当罪	fbdz
法不阿贵	fbeg
方不方便	fbfb
奋不顾身	fbgu
奋笔疾书	fbju
分崩离析	fblx
凤表龙姿	fblz
肤白貌美	fbmm
分不清楚	fbqi
法不容情	fbrq
腹背受敌	fbud
防不胜防	fbuf
扶不上墙	fbuq
方便之门	fbvm
反败为胜	fbwu
非比寻常	fbxi
法不责众	fbzv
方寸不乱	fcbl
方寸大乱	fcdl
非此即彼	fcjb
风餐露宿	fcls
服从命令	fcml
方寸之地	fcvd
发财致富	fcvf
凡此种种	fcvv
方寸已乱	fcyl
父慈子孝	fczx
放荡不羁	fdbj
福地洞天	fddt
复旦大学	fddx
辅导辅导	fdfd
飞得更高	fdgg
发达国家	fdgj
凫短鹤长	fdhi
釜底抽薪	fdix
蜚短流长	fdli
富得流油	fdly
奋斗目标	fdmb
福大命大	fdmd
防毒面具	fdmj
风度翩翩	fdpp
妇道人家	fdrj
法度森严	fdsy
风刀霜剑	fduj
分道扬镳	fdyb
风大雨大	fdyd
烦得要死	fdys
粉雕玉琢	fdyv
肥而不腻	febn
飞蛾赴火	fefh
附耳过来	fegl
福尔马林	feml
福尔摩斯	fems
飞蛾扑火	feph
飞蛾投火	feth
分而治之	fevv
缝缝补补	ffbb
丰富多彩	ffdc
疯疯癫癫	ffdd
泛泛而谈	ffet
芬芳馥郁	fffy
纷繁复杂	fffz
风风光光	ffgg
夫复何求	ffhq
反腐倡廉	ffil
非富即贵	ffjg
发发牢骚	ffls
纷纷扰扰	ffrr
非法所得	ffsd
凡夫俗子	ffsz
奋发图强	fftq
服服帖帖	fftt
泛泛之辈	ffvb
非分之财	ffvc
方方正正	ffvv
非分之想	ffvx
肺腑之言	ffvy
反复无常	ffwi
发愤忘食	ffwu
奋发向上	ffxu
奋发有为	ffyw
风风雨雨	ffyy
贩夫走卒	ffzz
富贵安康	fgak
富贵逼人	fgbr
反攻倒算	fgds
风光大葬	fgdz
风高放火	fgfh
复工复产	fgfi
发光发亮	fgfl
发光发热	fgfr
富贵花开	fghk
飞鸽传书	fgiu
焚膏继晷	fgjg
浮光掠影	fgly
凤骨龙姿	fglz
发国难财	fgnc
富国强兵	fgqb
富贵荣华	fgrh
富贵人家	fgrj
附骨之疽	fgvj
附骨之蛆	fgvq
丰功伟绩	fgwj
法国梧桐	fgwt
风光无限	fgwx
反戈相向	fgxx
封官许愿	fgxy
风光旖旎	fgyn
放歌纵酒	fgzj
富贵在天	fgzt
反躬自问	fgzw
反躬自省	fgzx
非常抱歉	fibq
非常必要	fiby
风吹草动	ficd
风驰电掣	fidi
付出代价	fidj
非常非常	fifi
夫唱妇随	fifs
非处方药	fify
非常关键	figj
非常感谢	figx
非常简单	fijd
非常紧密	fijm
非常及时	fiju
非常困难	fikn
非常可惜	fikx
风吹浪打	fild
非常理解	filj
风尘碌碌	fill
非常密切	fimq
非常明显	fimx
非常难过	fing
非常普遍	fipb
风尘仆仆	fipp
非常普通	fipt
非常清楚	fiqi
风吹日晒	firu
非常认真	firv
非常容易	firy
非常深刻	fiuk
浮出水面	fium
非常时期	fiuq
非常深入	fiur
非常重视	fivu
非池中物	fivw
覆巢之下	fivx
非常重要	fivy
非诚勿扰	fiwr
非常喜欢	fixh
反唇相讥	fixj
非常希望	fixw
风吹雨打	fiyd
非常严格	fiyg
风吹云散	fiys
非常严重	fiyv
非常有限	fiyx
逢场作戏	fizx
风卷残云	fjcy
翻江倒海	fjdh
非机动车	fjdi
封疆大吏	fjdl
飞机大炮	fjdp
非奸即盗	fjjd
费尽口舌	fjku
风急浪高	fjlg
费尽了心	fjlx
弗吉尼亚	fjny
负荆请罪	fjqz
风景如画	fjrh
费尽思量	fjsl
抚今思昔	fjsx
富甲天下	fjtx
封建社会	fjuh
发家致富	fjvf
范进中举	fjvj
缚鸡之力	fjvl
费尽周折	fjvv
抚今追昔	fjvx
费尽心机	fjxj
费尽心思	fjxs
富甲一方	fjyf
富可敌国	fkdg
反馈反馈	fkfk
佛靠金装	fkjv
风口浪尖	fklj
佛口蛇心	fkux
反客为主	fkwv
放浪不羁	flbj
风流才子	flcz
峰峦叠嶂	fldv
焚林而猎	flel
法律法规	flfg
疯了疯了	flfl
非驴非马	flfm
翻来覆去	flfq
放了个屁	flgp
法律顾问	flgw
飞来横祸	flhh
返老还童	flht
风林火山	flhu
法轮常转	fliv
泛滥成灾	fliz
法兰克福	flkf
风流快活	flkh
佛罗里达	flld
佛罗伦萨	flls
法律面前	flmq
服了你了	flnl
纷乱如麻	flrm
风流人物	flrw
风流儒雅	flry
富丽堂皇	flth
风流倜傥	fltt
法律条文	fltw
法律体系	fltx
福禄双全	fluq
福禄寿喜	flux
法律制度	flvd
饭来张口	flvk
飞流直下	flvx
法力无边	flwb
非礼勿动	flwd
翻脸无情	flwq
非礼勿听	flwt
非礼勿视	flwu
非礼勿言	flwy
父老兄弟	flxd
放浪形骸	flxh
父老乡亲	flxq
风流潇洒	flxs
扶老携幼	flxy
弗洛伊德	flyd
翻了一番	flyf
风流云散	flys
风流韵事	flyu
飞龙在天	flzt
锋芒毕露	fmbl
锋芒逼人	fmbr
分秒必争	fmbv
粉墨登场	fmdi
放马过来	fmgl
放马后炮	fmhp
反目成仇	fmii
反面教材	fmjc
凤毛麟角	fmlj
风靡全球	fmqq
负面情绪	fmqx
反面人物	fmrw
锋芒所向	fmsx
防民之口	fmvk
发明专利	fmvl
伐毛洗髓	fmxs
负面因素	fmys
风靡一时	fmyu
负面影响	fmyx
负面作用	fmzy
逢年过节	fngj
菲尼克斯	fnks
非你莫属	fnmu
分内之事	fnvu
放你一马	fnym
奉陪到底	fpdd
返璞归真	fpgv
风平浪静	fplj
非去不可	fqbk
富强发达	fqfd
非亲非故	fqfg
饭前饭后	fqfh
分期付款	fqfk
反清复明	fqfm
夫妻肺片	fqfp
飞起来了	fqll
夫妻双双	fquu
焚琴煮鹤	fqvh
奋起直追	fqvv
风气之先	fqvx
房前屋后	fqwh
非请勿进	fqwj
非请勿入	fqwr
废寝忘食	fqwu
风情万种	fqwv
风轻云淡	fqyd
夫妻一场	fqyi
飞起一脚	fqyj
风起云涌	fqyy
封妻荫子	fqyz
飞禽走兽	fqzu
怫然不悦	frby
福如东海	frdh
辅仁大学	frdx
繁荣富强	frfq
幡然悔悟	frhw
繁荣昌盛	friu
妇孺皆知	frjv
肤如凝脂	frnv
夫荣妻贵	frqg
奉若神明	frum
发人深思	frus
发人深省	frux
妇人之仁	frvr
幡然醒悟	frxw
放任自流	frzl
怫然作色	frzs
非死不可	fsbk
放松放松	fsfs
非死即伤	fsju
风俗人情	fsrq
发散思维	fssw
风俗习惯	fsxg
粪土不如	ftbr
飞天遁地	ftdd
肥头大耳	ftde
赴汤蹈火	ftdh
非同儿戏	ftex
翻天覆地	ftfd
非同凡响	ftfx
奉天承运	ftiy
分庭抗礼	ftkl
风土人情	ftrq
凡胎肉眼	ftry
佛头着粪	ftvf
焚天煮海	ftvh
风头正劲	ftvj
风头正盛	ftvu
非同寻常	ftxi
非同小可	ftxk
非同一般	ftyb
冯唐易老	ftyl
风调雨顺	ftyu
翻山倒海	fudh
缚手缚脚	fufj
费时费力	fufl
放声歌唱	fugi
发生关系	fugx
风声鹤唳	fuhl
丰神俊朗	fujl
愤世嫉俗	fujs
俯拾皆是	fuju
防暑降温	fujw
乏善可陈	fuki
覆水难收	funu
福寿齐天	fuqt
浮生若梦	furm
丰神如玉	fury
粉身碎骨	fusg
俯首帖耳	fute
风生水起	fuuq
飞上枝头	fuvt
福寿无疆	fuwj
翻山越岭	fuyl
风霜雨雪	fuyx
犯上作乱	fuzl
风烛残年	fvcn
付诸东流	fvdl
负债累累	fvll
反治其身	fvqu
负重前行	fvqx
纷至沓来	fvtl
付诸实践	fvuj
方针政策	fvvc
风烛之年	fvvn
复制粘贴	fvvt
风中之烛	fvvv
负重致远	fvvy
付诸行动	fvxd
福至心灵	fvxl
服装鞋帽	fvxm
附赘悬疣	fvxy
付之一炬	fvyj
粉妆玉砌	fvyq
反之亦然	fvyr
粉妆玉琢	fvyv
父债子还	fvzh
飞针走线	fvzx
分文不取	fwbq
分文不值	fwbv
防卫过当	fwgd
奉为圭臬	fwgn
法网恢恢	fwhh
法外开恩	fwke
奉为楷模	fwkm
废物利用	fwly
繁文缛节	fwrj
方外之人	fwvr
非我族类	fwzl
风闻奏事	fwzu
芳心暗许	fxax
放心不下	fxbx
繁星点点	fxdd
翻箱倒柜	fxdg
拂袖而去	fxeq
费心费力	fxfl
复习复习	fxfx
风险共担	fxgd
福星高照	fxgv
逢凶化吉	fxhj
负薪救火	fxjh
风雪交加	fxjj
焚香礼拜	fxlb
浮想联翩	fxlp
繁星满天	fxmt
焚香沐浴	fxmy
赴险如夷	fxry
繁星似锦	fxsj
放下屠刀	fxtd
风险投资	fxtz
方兴未艾	fxwa
发现问题	fxwt
风行一时	fxyu
抚心自问	fxzw
分一杯羹	fybg
风云变幻	fybh
妇幼保健	fybj
浮云蔽日	fybr
风雨不透	fybt
浮一大白	fydb
奋勇当先	fydx
蜂拥而来	fyel
蜂拥而入	fyer
蜂拥而上	fyeu
蜂拥而至	fyev
翻云覆雨	fyfy
发扬光大	fygd
反应过来	fygl
富有成效	fyix
风云际会	fyjh
风雨兼程	fyji
风雨交加	fyjj
佛要金装	fyjv
幅员辽阔	fylk
敷衍了事	fylu
风雨飘摇	fypy
